Date,Start (ET),Visitor/Neutral,AwayPTS,Home/Neutral,HomePTS, , ,Attend.,Notes,HomeWin,AwayWin
2009-12-29,0 days 08:30:00.000000000,Minnesota Timberwolves,99,San Antonio Spurs,117,Box Score,,"18,581",,1,0
2009-12-29,0 days 10:30:00.000000000,Golden State Warriors,118,Los Angeles Lakers,124,Box Score,,"18,997",,1,0
2009-12-30,0 days 07:00:00.000000000,Atlanta Hawks,101,Cleveland Cavaliers,106,Box Score,,"20,562",,1,0
2009-12-30,0 days 07:00:00.000000000,Memphis Grizzlies,121,Indiana Pacers,110,Box Score,,"14,741",,0,1
2009-12-30,0 days 07:00:00.000000000,Milwaukee Bucks,92,Orlando Magic,117,Box Score,,"17,461",,1,0
2009-12-30,0 days 07:00:00.000000000,Charlotte Bobcats,103,Toronto Raptors,107,Box Score,,"18,979",,1,0
2009-12-30,0 days 07:30:00.000000000,New York Knicks,95,New Jersey Nets,104,Box Score,,"17,575",,1,0
2009-12-30,0 days 08:00:00.000000000,Utah Jazz,107,Minnesota Timberwolves,103,Box Score,,"14,123",,0,1
2009-12-30,0 days 08:00:00.000000000,Miami Heat,91,New Orleans Hornets,95,Box Score,,"17,301",,1,0
2009-12-30,0 days 09:00:00.000000000,Boston Celtics,98,Phoenix Suns,116,Box Score,,"18,422",,1,0
2009-12-30,0 days 10:00:00.000000000,Los Angeles Clippers,99,Portland Trail Blazers,103,Box Score,,"20,505",,1,0
2009-12-30,0 days 10:00:00.000000000,Philadelphia 76ers,116,Sacramento Kings,106,Box Score,,"13,156",,0,1
2009-12-31,0 days 03:00:00.000000000,Chicago Bulls,98,Detroit Pistons,87,Box Score,,"22,076",,0,1
2009-12-31,0 days 07:00:00.000000000,Dallas Mavericks,94,Houston Rockets,97,Box Score,,"18,306",,1,0
2009-12-31,0 days 07:00:00.000000000,Miami Heat,78,San Antonio Spurs,108,Box Score,,"18,581",,1,0
2009-12-31,0 days 08:00:00.000000000,Utah Jazz,86,Oklahoma City Thunder,87,Box Score,,"18,203",,1,0
2009-12-31,0 days 09:30:00.000000000,Philadelphia 76ers,88,Los Angeles Clippers,104,Box Score,,"15,257",,1,0
2010-01-01,0 days 07:30:00.000000000,New York Knicks,112,Atlanta Hawks,108,Box Score,OT,"17,366",,0,1
2010-01-01,0 days 08:00:00.000000000,Orlando Magic,106,Minnesota Timberwolves,94,Box Score,,"17,065",,0,1
2010-01-01,0 days 10:30:00.000000000,Sacramento Kings,108,Los Angeles Lakers,109,Box Score,,"18,997",,1,0
2010-01-02,0 days 01:00:00.000000000,Cleveland Cavaliers,94,New Jersey Nets,86,Box Score,,"17,569",,0,1
2010-01-02,0 days 03:30:00.000000000,Charlotte Bobcats,107,Miami Heat,97,Box Score,,"17,856",,0,1
2010-01-02,0 days 07:00:00.000000000,Minnesota Timberwolves,111,Indiana Pacers,122,Box Score,,"12,685",,1,0
2010-01-02,0 days 07:00:00.000000000,San Antonio Spurs,97,Washington Wizards,86,Box Score,,"19,025",,0,1
2010-01-02,0 days 07:30:00.000000000,Toronto Raptors,96,Boston Celtics,103,Box Score,,"18,624",,1,0
2010-01-02,0 days 08:00:00.000000000,Orlando Magic,93,Chicago Bulls,101,Box Score,,"21,162",,1,0
2010-01-02,0 days 08:00:00.000000000,Houston Rockets,95,New Orleans Hornets,99,Box Score,,"16,020",,1,0
2010-01-02,0 days 08:30:00.000000000,Oklahoma City Thunder,97,Milwaukee Bucks,103,Box Score,OT,"15,264",,1,0
2010-01-02,0 days 09:00:00.000000000,Memphis Grizzlies,128,Phoenix Suns,103,Box Score,,"17,135",,0,1
2010-01-02,0 days 09:00:00.000000000,Denver Nuggets,105,Utah Jazz,95,Box Score,,"19,911",,0,1
2010-01-02,0 days 10:00:00.000000000,Golden State Warriors,89,Portland Trail Blazers,105,Box Score,,"20,507",,1,0
2010-01-02,0 days 10:00:00.000000000,Dallas Mavericks,99,Sacramento Kings,91,Box Score,,"14,294",,0,1
2010-01-03,0 days 06:00:00.000000000,Charlotte Bobcats,91,Cleveland Cavaliers,88,Box Score,,"20,562",,0,1
2010-01-03,0 days 06:00:00.000000000,Indiana Pacers,89,New York Knicks,132,Box Score,,"19,763",,1,0
2010-01-03,0 days 06:00:00.000000000,San Antonio Spurs,86,Toronto Raptors,91,Box Score,,"18,323",,1,0
2010-01-03,0 days 08:00:00.000000000,Philadelphia 76ers,108,Denver Nuggets,105,Box Score,,"19,155",,0,1
2010-01-03,0 days 09:30:00.000000000,Dallas Mavericks,96,Los Angeles Lakers,131,Box Score,,"18,997",,1,0
2010-01-04,0 days 07:30:00.000000000,Atlanta Hawks,75,Miami Heat,92,Box Score,,"16,500",,1,0
2010-01-04,0 days 08:00:00.000000000,Oklahoma City Thunder,98,Chicago Bulls,85,Box Score,,"18,838",,0,1
2010-01-04,0 days 09:00:00.000000000,New Orleans Hornets,91,Utah Jazz,87,Box Score,,"19,911",,0,1
2010-01-04,0 days 10:30:00.000000000,Portland Trail Blazers,95,Los Angeles Clippers,105,Box Score,,"15,104",,1,0
2010-01-05,0 days 07:00:00.000000000,Chicago Bulls,108,Charlotte Bobcats,113,Box Score,,"13,749",,1,0
2010-01-05,0 days 07:00:00.000000000,Orlando Magic,90,Indiana Pacers,97,Box Score,,"11,119",,1,0
2010-01-05,0 days 07:00:00.000000000,Washington Wizards,104,Philadelphia 76ers,97,Box Score,,"11,822",,0,1
2010-01-05,0 days 07:30:00.000000000,Milwaukee Bucks,98,New Jersey Nets,76,Box Score,,"11,101",,0,1
2010-01-05,0 days 08:30:00.000000000,Detroit Pistons,93,Dallas Mavericks,98,Box Score,,"19,799",,1,0
2010-01-05,0 days 09:00:00.000000000,Golden State Warriors,122,Denver Nuggets,123,Box Score,,"15,129",,1,0
2010-01-05,0 days 10:00:00.000000000,Memphis Grizzlies,109,Portland Trail Blazers,105,Box Score,,"20,278",,0,1
2010-01-05,0 days 10:00:00.000000000,Phoenix Suns,113,Sacramento Kings,109,Box Score,,"13,630",,0,1
2010-01-05,0 days 10:30:00.000000000,Houston Rockets,79,Los Angeles Lakers,88,Box Score,,"18,997",,1,0
2010-01-06,0 days 07:00:00.000000000,New Jersey Nets,89,Atlanta Hawks,119,Box Score,,"11,219",,1,0
2010-01-06,0 days 07:00:00.000000000,Washington Wizards,98,Cleveland Cavaliers,121,Box Score,,"20,562",,1,0
2010-01-06,0 days 07:00:00.000000000,Toronto Raptors,108,Orlando Magic,103,Box Score,,"17,461",,0,1
2010-01-06,0 days 07:30:00.000000000,Boston Celtics,112,Miami Heat,106,Box Score,OT,"19,600",,0,1
2010-01-06,0 days 08:00:00.000000000,Golden State Warriors,107,Minnesota Timberwolves,101,Box Score,,"12,046",,0,1
2010-01-06,0 days 08:00:00.000000000,New Orleans Hornets,97,Oklahoma City Thunder,92,Box Score,,"17,836",,0,1
2010-01-06,0 days 08:30:00.000000000,Detroit Pistons,92,San Antonio Spurs,112,Box Score,,"17,337",,1,0
2010-01-06,0 days 09:00:00.000000000,Houston Rockets,110,Phoenix Suns,118,Box Score,,"15,811",,1,0
2010-01-06,0 days 09:00:00.000000000,Memphis Grizzlies,94,Utah Jazz,117,Box Score,,"19,008",,1,0
2010-01-06,0 days 10:30:00.000000000,Los Angeles Lakers,91,Los Angeles Clippers,102,Box Score,,"19,388",,1,0
2010-01-07,0 days 07:30:00.000000000,Charlotte Bobcats,93,New York Knicks,97,Box Score,,"19,763",,1,0
2010-01-08,0 days 07:00:00.000000000,Toronto Raptors,108,Philadelphia 76ers,106,Box Score,,"15,264",,0,1
2010-01-08,0 days 07:00:00.000000000,Orlando Magic,97,Washington Wizards,104,Box Score,,"20,173",,1,0
2010-01-08,0 days 08:00:00.000000000,Boston Celtics,85,Atlanta Hawks,93,Box Score,,"15,149",,1,0
2010-01-08,0 days 08:00:00.000000000,Utah Jazz,89,Memphis Grizzlies,91,Box Score,,"14,213",,1,0
2010-01-08,0 days 08:00:00.000000000,Indiana Pacers,109,Minnesota Timberwolves,116,Box Score,,"13,111",,1,0
2010-01-08,0 days 08:00:00.000000000,New Jersey Nets,99,New Orleans Hornets,103,Box Score,,"15,555",,1,0
2010-01-08,0 days 08:30:00.000000000,Chicago Bulls,93,Milwaukee Bucks,96,Box Score,,"18,717",,1,0
2010-01-08,0 days 08:30:00.000000000,Dallas Mavericks,112,San Antonio Spurs,103,Box Score,,"18,581",,0,1
2010-01-08,0 days 09:00:00.000000000,Miami Heat,109,Phoenix Suns,105,Box Score,,"18,422",,0,1
2010-01-08,0 days 10:00:00.000000000,Los Angeles Lakers,98,Portland Trail Blazers,107,Box Score,,"20,629",,1,0
2010-01-08,0 days 10:30:00.000000000,Cleveland Cavaliers,97,Denver Nuggets,99,Box Score,,"19,996",,1,0
2010-01-08,0 days 10:30:00.000000000,Sacramento Kings,101,Golden State Warriors,108,Box Score,,"18,327",,1,0
2010-01-09,0 days 07:00:00.000000000,Memphis Grizzlies,87,Charlotte Bobcats,89,Box Score,,"15,438",,1,0
2010-01-09,0 days 07:00:00.000000000,Atlanta Hawks,81,Orlando Magic,113,Box Score,,"17,461",,1,0
2010-01-09,0 days 07:30:00.000000000,Philadelphia 76ers,104,Detroit Pistons,94,Box Score,,"19,784",,0,1
2010-01-09,0 days 08:00:00.000000000,Minnesota Timberwolves,96,Chicago Bulls,110,Box Score,,"20,255",,1,0
2010-01-09,0 days 08:00:00.000000000,Indiana Pacers,102,Oklahoma City Thunder,108,Box Score,,"18,203",,1,0
2010-01-09,0 days 08:30:00.000000000,Utah Jazz,111,Dallas Mavericks,93,Box Score,,"19,922",,0,1
2010-01-09,0 days 08:30:00.000000000,New York Knicks,96,Houston Rockets,105,Box Score,,"15,693",,1,0
2010-01-09,0 days 10:00:00.000000000,Denver Nuggets,100,Sacramento Kings,102,Box Score,,"14,411",,1,0
2010-01-10,0 days 01:00:00.000000000,Boston Celtics,114,Toronto Raptors,107,Box Score,,"19,800",,0,1
2010-01-10,0 days 01:00:00.000000000,New Orleans Hornets,115,Washington Wizards,110,Box Score,,"14,753",,0,1
2010-01-10,0 days 03:30:00.000000000,Miami Heat,84,Los Angeles Clippers,94,Box Score,,"19,060",,1,0
2010-01-10,0 days 07:00:00.000000000,New Jersey Nets,85,San Antonio Spurs,97,Box Score,,"18,047",,1,0
2010-01-10,0 days 09:00:00.000000000,Cleveland Cavaliers,106,Portland Trail Blazers,94,Box Score,,"20,614",,0,1
2010-01-10,0 days 09:30:00.000000000,Milwaukee Bucks,77,Los Angeles Lakers,95,Box Score,,"18,997",,1,0
2010-01-11,0 days 07:00:00.000000000,Toronto Raptors,101,Indiana Pacers,105,Box Score,,"11,039",,1,0
2010-01-11,0 days 07:00:00.000000000,New Orleans Hornets,92,Philadelphia 76ers,96,Box Score,,"11,518",,1,0
2010-01-11,0 days 07:30:00.000000000,Atlanta Hawks,102,Boston Celtics,96,Box Score,,"18,624",,0,1
2010-01-11,0 days 08:00:00.000000000,Detroit Pistons,87,Chicago Bulls,120,Box Score,,"21,014",,1,0
2010-01-11,0 days 08:00:00.000000000,New York Knicks,88,Oklahoma City Thunder,106,Box Score,,"17,152",,1,0
2010-01-11,0 days 09:00:00.000000000,Minnesota Timberwolves,94,Denver Nuggets,105,Box Score,,"14,669",,1,0
2010-01-11,0 days 09:00:00.000000000,Milwaukee Bucks,101,Phoenix Suns,105,Box Score,,"15,116",,1,0
2010-01-11,0 days 09:00:00.000000000,Miami Heat,89,Utah Jazz,118,Box Score,,"19,284",,1,0
2010-01-11,0 days 10:30:00.000000000,Cleveland Cavaliers,117,Golden State Warriors,114,Box Score,,"19,596",,0,1
2010-01-12,0 days 07:00:00.000000000,Houston Rockets,94,Charlotte Bobcats,102,Box Score,,"11,463",,1,0
2010-01-12,0 days 07:00:00.000000000,Detroit Pistons,99,Washington Wizards,90,Box Score,,"13,544",,0,1
2010-01-12,0 days 08:00:00.000000000,Los Angeles Clippers,102,Memphis Grizzlies,104,Box Score,,"11,004",,1,0
2010-01-12,0 days 08:30:00.000000000,Los Angeles Lakers,85,San Antonio Spurs,105,Box Score,,"18,581",,1,0
2010-01-12,0 days 10:00:00.000000000,Orlando Magic,109,Sacramento Kings,88,Box Score,,"14,426",,0,1
2010-01-13,0 days 07:00:00.000000000,Washington Wizards,82,Atlanta Hawks,94,Box Score,,"9,695",,1,0
2010-01-13,0 days 07:00:00.000000000,Phoenix Suns,114,Indiana Pacers,122,Box Score,,"10,858",,1,0
2010-01-13,0 days 07:00:00.000000000,New York Knicks,93,Philadelphia 76ers,92,Box Score,,"12,444",,0,1
2010-01-13,0 days 07:30:00.000000000,Boston Celtics,111,New Jersey Nets,87,Box Score,,"14,112",,0,1
2010-01-13,0 days 08:00:00.000000000,Los Angeles Clippers,94,New Orleans Hornets,108,Box Score,,"14,348",,1,0
2010-01-13,0 days 08:00:00.000000000,San Antonio Spurs,109,Oklahoma City Thunder,108,Box Score,OT,"17,886",,0,1
2010-01-13,0 days 08:30:00.000000000,Los Angeles Lakers,100,Dallas Mavericks,95,Box Score,,"20,491",,0,1
2010-01-13,0 days 08:30:00.000000000,Minnesota Timberwolves,114,Houston Rockets,120,Box Score,3OT,"15,175",,1,0
2010-01-13,0 days 09:00:00.000000000,Orlando Magic,97,Denver Nuggets,115,Box Score,,"18,475",,1,0
2010-01-13,0 days 10:00:00.000000000,Milwaukee Bucks,108,Portland Trail Blazers,120,Box Score,,"20,465",,1,0
2010-01-13,0 days 10:30:00.000000000,Miami Heat,115,Golden State Warriors,102,Box Score,,"17,121",,0,1
2010-01-14,0 days 08:00:00.000000000,Chicago Bulls,96,Boston Celtics,83,Box Score,,"18,624",,0,1
2010-01-14,0 days 10:30:00.000000000,Cleveland Cavaliers,96,Utah Jazz,97,Box Score,,"19,911",,1,0
2010-01-15,0 days 07:00:00.000000000,San Antonio Spurs,76,Charlotte Bobcats,92,Box Score,,"15,742",,1,0
2010-01-15,0 days 07:00:00.000000000,Sacramento Kings,86,Philadelphia 76ers,98,Box Score,,"16,767",,1,0
2010-01-15,0 days 08:00:00.000000000,Phoenix Suns,101,Atlanta Hawks,102,Box Score,,"17,605",,1,0
2010-01-15,0 days 08:00:00.000000000,Washington Wizards,119,Chicago Bulls,121,Box Score,2OT,"20,304",,1,0
2010-01-15,0 days 08:00:00.000000000,New Orleans Hornets,104,Detroit Pistons,110,Box Score,OT,"17,446",,1,0
2010-01-15,0 days 08:00:00.000000000,Minnesota Timberwolves,110,Memphis Grizzlies,135,Box Score,,"12,812",,1,0
2010-01-15,0 days 08:00:00.000000000,Indiana Pacers,121,New Jersey Nets,105,Box Score,,"13,656",,0,1
2010-01-15,0 days 08:00:00.000000000,Toronto Raptors,112,New York Knicks,104,Box Score,,"19,763",,0,1
2010-01-15,0 days 08:30:00.000000000,Oklahoma City Thunder,98,Dallas Mavericks,99,Box Score,,"20,064",,1,0
2010-01-15,0 days 08:30:00.000000000,Miami Heat,115,Houston Rockets,106,Box Score,,"16,720",,0,1
2010-01-15,0 days 10:30:00.000000000,Milwaukee Bucks,113,Golden State Warriors,104,Box Score,,"17,455",,0,1
2010-01-15,0 days 10:30:00.000000000,Los Angeles Clippers,86,Los Angeles Lakers,126,Box Score,,"18,997",,1,0
2010-01-15,0 days 10:30:00.000000000,Orlando Magic,87,Portland Trail Blazers,102,Box Score,,"20,650",,1,0
2010-01-16,0 days 06:00:00.000000000,New Orleans Hornets,101,Indiana Pacers,96,Box Score,,"13,376",,0,1
2010-01-16,0 days 07:00:00.000000000,Phoenix Suns,99,Charlotte Bobcats,125,Box Score,,"17,574",,1,0
2010-01-16,0 days 07:00:00.000000000,Sacramento Kings,86,Washington Wizards,96,Box Score,,"17,242",,1,0
2010-01-16,0 days 07:30:00.000000000,New York Knicks,90,Detroit Pistons,94,Box Score,,"19,185",,1,0
2010-01-16,0 days 08:00:00.000000000,San Antonio Spurs,86,Memphis Grizzlies,92,Box Score,,"14,116",,1,0
2010-01-16,0 days 08:00:00.000000000,Miami Heat,80,Oklahoma City Thunder,98,Box Score,,"18,203",,1,0
2010-01-16,0 days 09:00:00.000000000,Milwaukee Bucks,95,Utah Jazz,112,Box Score,,"19,669",,1,0
2010-01-16,0 days 10:30:00.000000000,Cleveland Cavaliers,102,Los Angeles Clippers,101,Box Score,,"19,277",,0,1
2010-01-17,0 days 09:00:00.000000000,Utah Jazz,112,Denver Nuggets,119,Box Score,,"19,519",,1,0
2010-01-17,0 days 12:30:00.000000000,Dallas Mavericks,88,Toronto Raptors,110,Box Score,,"19,004",,1,0
2010-01-18,0 days 01:00:00.000000000,Detroit Pistons,91,New York Knicks,99,Box Score,,"19,302",,1,0
2010-01-18,0 days 01:00:00.000000000,Portland Trail Blazers,92,Washington Wizards,97,Box Score,,"12,209",,1,0
2010-01-18,0 days 02:00:00.000000000,Oklahoma City Thunder,94,Atlanta Hawks,91,Box Score,,"14,666",,0,1
2010-01-18,0 days 02:00:00.000000000,Sacramento Kings,103,Charlotte Bobcats,105,Box Score,,"13,678",,1,0
2010-01-18,0 days 03:00:00.000000000,Milwaukee Bucks,98,Houston Rockets,101,Box Score,OT,"17,187",,1,0
2010-01-18,0 days 03:30:00.000000000,New Jersey Nets,95,Los Angeles Clippers,106,Box Score,,"14,533",,1,0
2010-01-18,0 days 03:30:00.000000000,Philadelphia 76ers,103,Minnesota Timberwolves,108,Box Score,OT,"14,637",,1,0
2010-01-18,0 days 03:30:00.000000000,San Antonio Spurs,97,New Orleans Hornets,90,Box Score,,"16,549",,0,1
2010-01-18,0 days 04:00:00.000000000,Chicago Bulls,97,Golden State Warriors,114,Box Score,,"19,208",,1,0
2010-01-18,0 days 05:30:00.000000000,Phoenix Suns,118,Memphis Grizzlies,125,Box Score,,"18,119",,1,0
2010-01-18,0 days 08:00:00.000000000,Dallas Mavericks,99,Boston Celtics,90,Box Score,,"18,624",,0,1
2010-01-18,0 days 10:30:00.000000000,Orlando Magic,92,Los Angeles Lakers,98,Box Score,,"18,997",,1,0
2010-01-19,0 days 07:00:00.000000000,Toronto Raptors,100,Cleveland Cavaliers,108,Box Score,,"20,562",,1,0
2010-01-19,0 days 07:30:00.000000000,Indiana Pacers,83,Miami Heat,113,Box Score,,"14,986",,1,0
2010-01-20,0 days 07:00:00.000000000,Sacramento Kings,97,Atlanta Hawks,108,Box Score,,"14,809",,1,0
2010-01-20,0 days 07:00:00.000000000,Miami Heat,65,Charlotte Bobcats,104,Box Score,,"14,212",,1,0
2010-01-20,0 days 07:00:00.000000000,Indiana Pacers,98,Orlando Magic,109,Box Score,,"17,461",,1,0
2010-01-20,0 days 07:00:00.000000000,Portland Trail Blazers,98,Philadelphia 76ers,90,Box Score,,"12,607",,0,1
2010-01-20,0 days 07:00:00.000000000,Dallas Mavericks,94,Washington Wizards,93,Box Score,,"13,974",,0,1
2010-01-20,0 days 07:30:00.000000000,Boston Celtics,86,Detroit Pistons,92,Box Score,,"17,375",,1,0
2010-01-20,0 days 08:00:00.000000000,Toronto Raptors,107,Milwaukee Bucks,113,Box Score,,"12,724",,1,0
2010-01-20,0 days 08:00:00.000000000,Oklahoma City Thunder,94,Minnesota Timberwolves,92,Box Score,,"12,995",,0,1
2010-01-20,0 days 08:00:00.000000000,Memphis Grizzlies,111,New Orleans Hornets,113,Box Score,,"14,238",,1,0
2010-01-20,0 days 09:00:00.000000000,New Jersey Nets,94,Phoenix Suns,118,Box Score,,"15,963",,1,0
2010-01-20,0 days 09:00:00.000000000,Utah Jazz,105,San Antonio Spurs,98,Box Score,,"17,584",,0,1
2010-01-20,0 days 10:30:00.000000000,Denver Nuggets,123,Golden State Warriors,118,Box Score,OT,"17,223",,0,1
2010-01-20,0 days 10:30:00.000000000,Chicago Bulls,97,Los Angeles Clippers,104,Box Score,,"16,794",,1,0
2010-01-21,0 days 08:00:00.000000000,Los Angeles Lakers,87,Cleveland Cavaliers,93,Box Score,,"20,562",,1,0
2010-01-21,0 days 10:30:00.000000000,Los Angeles Clippers,85,Denver Nuggets,105,Box Score,,"15,343",,1,0
2010-01-22,0 days 07:00:00.000000000,Sacramento Kings,84,Orlando Magic,100,Box Score,,"17,461",,1,0
2010-01-22,0 days 07:00:00.000000000,Dallas Mavericks,81,Philadelphia 76ers,92,Box Score,,"17,647",,1,0
2010-01-22,0 days 07:00:00.000000000,Milwaukee Bucks,96,Toronto Raptors,101,Box Score,,"17,819",,1,0
2010-01-22,0 days 07:00:00.000000000,Miami Heat,112,Washington Wizards,88,Box Score,,"20,173",,0,1
2010-01-22,0 days 07:30:00.000000000,Charlotte Bobcats,89,Atlanta Hawks,103,Box Score,,"14,701",,1,0
2010-01-22,0 days 07:30:00.000000000,Portland Trail Blazers,95,Boston Celtics,98,Box Score,OT,"18,624",,1,0
2010-01-22,0 days 08:00:00.000000000,Indiana Pacers,105,Detroit Pistons,93,Box Score,,"15,388",,0,1
2010-01-22,0 days 08:00:00.000000000,Oklahoma City Thunder,84,Memphis Grizzlies,86,Box Score,,"12,948",,1,0
2010-01-22,0 days 08:00:00.000000000,New Orleans Hornets,96,Minnesota Timberwolves,94,Box Score,,"17,101",,0,1
2010-01-22,0 days 08:00:00.000000000,Los Angeles Lakers,115,New York Knicks,105,Box Score,,"19,673",,0,1
2010-01-22,0 days 08:30:00.000000000,Houston Rockets,116,San Antonio Spurs,109,Box Score,,"18,581",,0,1
2010-01-22,0 days 10:30:00.000000000,New Jersey Nets,79,Golden State Warriors,111,Box Score,,"17,308",,1,0
2010-01-22,0 days 10:30:00.000000000,Chicago Bulls,115,Phoenix Suns,104,Box Score,,"18,422",,0,1
2010-01-23,0 days 07:00:00.000000000,Orlando Magic,106,Charlotte Bobcats,95,Box Score,OT,"19,277",,0,1
2010-01-23,0 days 07:00:00.000000000,Philadelphia 76ers,107,Indiana Pacers,97,Box Score,,"16,074",,0,1
2010-01-23,0 days 07:30:00.000000000,Oklahoma City Thunder,99,Cleveland Cavaliers,100,Box Score,,"20,562",,1,0
2010-01-23,0 days 07:30:00.000000000,Portland Trail Blazers,97,Detroit Pistons,93,Box Score,,"19,114",,0,1
2010-01-23,0 days 07:30:00.000000000,Sacramento Kings,84,Miami Heat,115,Box Score,,"18,521",,1,0
2010-01-23,0 days 08:30:00.000000000,Chicago Bulls,104,Houston Rockets,97,Box Score,,"18,119",,0,1
2010-01-23,0 days 08:30:00.000000000,Minnesota Timberwolves,94,Milwaukee Bucks,127,Box Score,,"17,742",,1,0
2010-01-23,0 days 09:00:00.000000000,New Orleans Hornets,110,Denver Nuggets,116,Box Score,OT,"19,807",,1,0
2010-01-23,0 days 09:00:00.000000000,Golden State Warriors,103,Phoenix Suns,112,Box Score,,"17,792",,1,0
2010-01-23,0 days 09:00:00.000000000,New Jersey Nets,83,Utah Jazz,116,Box Score,,"19,911",,1,0
2010-01-24,0 days 01:00:00.000000000,Dallas Mavericks,128,New York Knicks,78,Box Score,,"19,418",,0,1
2010-01-24,0 days 01:00:00.000000000,Los Angeles Clippers,92,Washington Wizards,78,Box Score,,"12,356",,0,1
2010-01-24,0 days 06:00:00.000000000,Los Angeles Lakers,105,Toronto Raptors,106,Box Score,,"20,111",,1,0
2010-01-25,0 days 07:00:00.000000000,Indiana Pacers,109,Philadelphia 76ers,98,Box Score,,"10,579",,0,1
2010-01-25,0 days 07:30:00.000000000,Los Angeles Clippers,89,Boston Celtics,95,Box Score,,"18,624",,1,0
2010-01-25,0 days 07:30:00.000000000,Cleveland Cavaliers,92,Miami Heat,91,Box Score,,"19,600",,0,1
2010-01-25,0 days 08:00:00.000000000,Orlando Magic,94,Memphis Grizzlies,99,Box Score,,"12,273",,1,0
2010-01-25,0 days 08:30:00.000000000,Atlanta Hawks,102,Houston Rockets,95,Box Score,,"14,998",,0,1
2010-01-25,0 days 08:30:00.000000000,Chicago Bulls,98,San Antonio Spurs,93,Box Score,,"18,581",,0,1
2010-01-25,0 days 09:00:00.000000000,Charlotte Bobcats,93,Denver Nuggets,104,Box Score,,"16,909",,1,0
2010-01-25,0 days 09:00:00.000000000,Phoenix Suns,115,Utah Jazz,124,Box Score,,"19,911",,1,0
2010-01-25,0 days 10:00:00.000000000,New Orleans Hornets,98,Portland Trail Blazers,97,Box Score,,"20,249",,0,1
2010-01-26,0 days 07:00:00.000000000,Los Angeles Lakers,115,Washington Wizards,103,Box Score,,"20,173",,0,1
2010-01-26,0 days 07:30:00.000000000,Minnesota Timberwolves,105,New York Knicks,132,Box Score,,"18,111",,1,0
2010-01-26,0 days 08:30:00.000000000,Milwaukee Bucks,107,Dallas Mavericks,108,Box Score,,"19,799",,1,0
2010-01-26,0 days 09:00:00.000000000,Charlotte Bobcats,114,Phoenix Suns,109,Box Score,OT,"15,722",,0,1
2010-01-26,0 days 10:00:00.000000000,Golden State Warriors,96,Sacramento Kings,99,Box Score,,"14,522",,1,0
2010-01-27,0 days 07:00:00.000000000,Minnesota Timberwolves,95,Cleveland Cavaliers,109,Box Score,,"20,562",,1,0
2010-01-27,0 days 07:00:00.000000000,Los Angeles Lakers,118,Indiana Pacers,96,Box Score,,"18,165",,0,1
2010-01-27,0 days 07:00:00.000000000,Miami Heat,103,Toronto Raptors,111,Box Score,,"18,265",,1,0
2010-01-27,0 days 07:30:00.000000000,Memphis Grizzlies,99,Detroit Pistons,93,Box Score,,"14,886",,0,1
2010-01-27,0 days 07:30:00.000000000,Los Angeles Clippers,87,New Jersey Nets,103,Box Score,,"9,220",,1,0
2010-01-27,0 days 08:00:00.000000000,Philadelphia 76ers,88,Milwaukee Bucks,91,Box Score,,"12,685",,1,0
2010-01-27,0 days 08:00:00.000000000,Chicago Bulls,96,Oklahoma City Thunder,86,Box Score,,"17,562",,0,1
2010-01-27,0 days 08:30:00.000000000,Denver Nuggets,97,Houston Rockets,92,Box Score,,"16,357",,0,1
2010-01-27,0 days 08:30:00.000000000,Atlanta Hawks,90,San Antonio Spurs,105,Box Score,,"18,258",,1,0
2010-01-27,0 days 10:00:00.000000000,Utah Jazz,106,Portland Trail Blazers,95,Box Score,,"20,384",,0,1
2010-01-27,0 days 10:30:00.000000000,New Orleans Hornets,123,Golden State Warriors,110,Box Score,,"16,308",,0,1
2010-01-28,0 days 07:30:00.000000000,Toronto Raptors,106,New York Knicks,104,Box Score,,"18,828",,0,1
2010-01-28,0 days 08:00:00.000000000,Boston Celtics,94,Orlando Magic,96,Box Score,,"17,461",,1,0
2010-01-28,0 days 10:30:00.000000000,Dallas Mavericks,106,Phoenix Suns,112,Box Score,,"17,855",,1,0
2010-01-29,0 days 07:00:00.000000000,Cleveland Cavaliers,94,Indiana Pacers,73,Box Score,,"18,165",,0,1
2010-01-29,0 days 07:00:00.000000000,Los Angeles Lakers,99,Philadelphia 76ers,91,Box Score,,"20,809",,0,1
2010-01-29,0 days 07:30:00.000000000,Boston Celtics,91,Atlanta Hawks,100,Box Score,,"18,732",,1,0
2010-01-29,0 days 08:00:00.000000000,Miami Heat,92,Detroit Pistons,65,Box Score,,"20,669",,0,1
2010-01-29,0 days 08:00:00.000000000,Los Angeles Clippers,97,Minnesota Timberwolves,111,Box Score,,"13,398",,1,0
2010-01-29,0 days 08:00:00.000000000,Washington Wizards,81,New Jersey Nets,79,Box Score,,"11,384",,0,1
2010-01-29,0 days 08:00:00.000000000,Chicago Bulls,108,New Orleans Hornets,106,Box Score,OT,"16,578",,0,1
2010-01-29,0 days 08:00:00.000000000,Denver Nuggets,84,Oklahoma City Thunder,101,Box Score,,"18,203",,1,0
2010-01-29,0 days 08:30:00.000000000,Portland Trail Blazers,100,Houston Rockets,104,Box Score,,"16,129",,1,0
2010-01-29,0 days 08:30:00.000000000,Memphis Grizzlies,97,San Antonio Spurs,104,Box Score,,"18,088",,1,0
