Date,Start (ET),Visitor/Neutral,AwayPTS,Home/Neutral,HomePTS, , ,Attend.,Notes,HomeWin,AwayWin
2010-04-04,0 days 09:30:00.000000000,New York Knicks,113,Los Angeles Clippers,107,Box Score,,"16,083",,0,1
2010-04-06,0 days 07:00:00.000000000,Atlanta Hawks,100,Charlotte Bobcats,109,Box Score,,"18,610",,1,0
2010-04-06,0 days 07:00:00.000000000,Toronto Raptors,101,Cleveland Cavaliers,113,Box Score,,"20,562",,1,0
2010-04-06,0 days 07:00:00.000000000,Detroit Pistons,124,Philadelphia 76ers,103,Box Score,,"13,832",,0,1
2010-04-06,0 days 07:00:00.000000000,Golden State Warriors,94,Washington Wizards,112,Box Score,,"14,721",,1,0
2010-04-06,0 days 07:30:00.000000000,Boston Celtics,101,New York Knicks,104,Box Score,,"19,763",,1,0
2010-04-06,0 days 08:00:00.000000000,Milwaukee Bucks,79,Chicago Bulls,74,Box Score,,"20,268",,0,1
2010-04-06,0 days 08:00:00.000000000,Houston Rockets,113,Memphis Grizzlies,103,Box Score,,"11,673",,0,1
2010-04-06,0 days 09:00:00.000000000,Oklahoma City Thunder,139,Utah Jazz,140,Box Score,OT,"19,911",,1,0
2010-04-06,0 days 10:00:00.000000000,San Antonio Spurs,95,Sacramento Kings,86,Box Score,,"11,732",,0,1
2010-04-07,0 days 07:00:00.000000000,New York Knicks,105,Indiana Pacers,113,Box Score,,"15,330",,1,0
2010-04-07,0 days 07:00:00.000000000,Washington Wizards,94,Orlando Magic,121,Box Score,,"17,461",,1,0
2010-04-07,0 days 07:00:00.000000000,Boston Celtics,115,Toronto Raptors,104,Box Score,,"18,793",,0,1
2010-04-07,0 days 07:30:00.000000000,Atlanta Hawks,88,Detroit Pistons,90,Box Score,,"22,076",,1,0
2010-04-07,0 days 07:30:00.000000000,Philadelphia 76ers,95,Miami Heat,99,Box Score,,"18,221",,1,0
2010-04-07,0 days 08:00:00.000000000,Utah Jazz,96,Houston Rockets,113,Box Score,,"15,004",,1,0
2010-04-07,0 days 08:00:00.000000000,New Jersey Nets,89,Milwaukee Bucks,108,Box Score,,"16,037",,1,0
2010-04-07,0 days 08:00:00.000000000,Golden State Warriors,116,Minnesota Timberwolves,107,Box Score,,"15,863",,0,1
2010-04-07,0 days 08:00:00.000000000,Charlotte Bobcats,104,New Orleans Hornets,103,Box Score,,"13,333",,0,1
2010-04-07,0 days 08:00:00.000000000,Denver Nuggets,98,Oklahoma City Thunder,94,Box Score,,"18,332",,0,1
2010-04-07,0 days 08:30:00.000000000,Memphis Grizzlies,84,Dallas Mavericks,110,Box Score,,"20,105",,1,0
2010-04-07,0 days 10:30:00.000000000,Portland Trail Blazers,93,Los Angeles Clippers,85,Box Score,,"16,790",,0,1
2010-04-07,0 days 10:30:00.000000000,San Antonio Spurs,101,Phoenix Suns,112,Box Score,,"18,422",,1,0
2010-04-08,0 days 08:00:00.000000000,Cleveland Cavaliers,108,Chicago Bulls,109,Box Score,,"21,707",,1,0
2010-04-08,0 days 10:00:00.000000000,Los Angeles Clippers,94,Sacramento Kings,116,Box Score,,"11,418",,1,0
2010-04-08,0 days 10:30:00.000000000,Los Angeles Lakers,96,Denver Nuggets,98,Box Score,,"20,044",,1,0
2010-04-09,0 days 07:00:00.000000000,New York Knicks,103,Orlando Magic,118,Box Score,,"17,461",,1,0
2010-04-09,0 days 07:00:00.000000000,Milwaukee Bucks,95,Philadelphia 76ers,90,Box Score,,"14,217",,0,1
2010-04-09,0 days 07:30:00.000000000,Toronto Raptors,101,Atlanta Hawks,107,Box Score,,"19,382",,1,0
2010-04-09,0 days 07:30:00.000000000,Washington Wizards,106,Boston Celtics,96,Box Score,,"18,624",,0,1
2010-04-09,0 days 07:30:00.000000000,Indiana Pacers,116,Cleveland Cavaliers,113,Box Score,,"20,562",,0,1
2010-04-09,0 days 07:30:00.000000000,Detroit Pistons,106,Miami Heat,99,Box Score,,"19,600",,0,1
2010-04-09,0 days 08:00:00.000000000,Los Angeles Lakers,97,Minnesota Timberwolves,88,Box Score,,"20,200",,0,1
2010-04-09,0 days 08:00:00.000000000,Chicago Bulls,116,New Jersey Nets,127,Box Score,2OT,"15,909",,1,0
2010-04-09,0 days 08:00:00.000000000,Utah Jazz,114,New Orleans Hornets,103,Box Score,,"16,624",,0,1
2010-04-09,0 days 08:00:00.000000000,Phoenix Suns,91,Oklahoma City Thunder,96,Box Score,,"18,334",,1,0
2010-04-09,0 days 08:30:00.000000000,Charlotte Bobcats,90,Houston Rockets,97,Box Score,,"16,488",,1,0
2010-04-09,0 days 08:30:00.000000000,Memphis Grizzlies,107,San Antonio Spurs,99,Box Score,,"18,581",,0,1
2010-04-09,0 days 10:00:00.000000000,Dallas Mavericks,83,Portland Trail Blazers,77,Box Score,,"20,693",,0,1
2010-04-10,0 days 07:00:00.000000000,Detroit Pistons,95,Charlotte Bobcats,99,Box Score,,"19,328",,1,0
2010-04-10,0 days 07:00:00.000000000,New Jersey Nets,102,Indiana Pacers,115,Box Score,,"18,165",,1,0
2010-04-10,0 days 07:00:00.000000000,Atlanta Hawks,105,Washington Wizards,95,Box Score,,"20,173",,0,1
2010-04-10,0 days 08:00:00.000000000,Philadelphia 76ers,120,Memphis Grizzlies,101,Box Score,,"15,936",,0,1
2010-04-10,0 days 08:30:00.000000000,Boston Celtics,105,Milwaukee Bucks,90,Box Score,,"18,717",,0,1
2010-04-10,0 days 09:00:00.000000000,San Antonio Spurs,104,Denver Nuggets,85,Box Score,,"19,155",,0,1
2010-04-10,0 days 10:00:00.000000000,Dallas Mavericks,126,Sacramento Kings,108,Box Score,,"15,247",,0,1
2010-04-10,0 days 10:30:00.000000000,Golden State Warriors,104,Los Angeles Clippers,107,Box Score,,"17,476",,1,0
2010-04-11,0 days 01:00:00.000000000,Orlando Magic,98,Cleveland Cavaliers,92,Box Score,,"20,562",,0,1
2010-04-11,0 days 03:30:00.000000000,Portland Trail Blazers,91,Los Angeles Lakers,88,Box Score,,"18,997",,0,1
2010-04-11,0 days 06:00:00.000000000,Miami Heat,111,New York Knicks,98,Box Score,,"19,763",,0,1
2010-04-11,0 days 06:00:00.000000000,Chicago Bulls,104,Toronto Raptors,88,Box Score,,"19,515",,0,1
2010-04-11,0 days 07:00:00.000000000,Minnesota Timberwolves,86,New Orleans Hornets,114,Box Score,,"14,931",,1,0
2010-04-11,0 days 09:00:00.000000000,Oklahoma City Thunder,117,Golden State Warriors,120,Box Score,,"18,940",,1,0
2010-04-11,0 days 09:00:00.000000000,Houston Rockets,106,Phoenix Suns,116,Box Score,,"18,422",,1,0
2010-04-12,0 days 07:00:00.000000000,Orlando Magic,118,Indiana Pacers,98,Box Score,,"18,165",,0,1
2010-04-12,0 days 07:00:00.000000000,Miami Heat,107,Philadelphia 76ers,105,Box Score,,"17,401",,0,1
2010-04-12,0 days 07:30:00.000000000,Toronto Raptors,111,Detroit Pistons,97,Box Score,,"22,076",,0,1
2010-04-12,0 days 07:30:00.000000000,Charlotte Bobcats,105,New Jersey Nets,95,Box Score,,"14,118",,0,1
2010-04-12,0 days 07:30:00.000000000,Washington Wizards,103,New York Knicks,114,Box Score,,"19,763",,1,0
2010-04-12,0 days 08:00:00.000000000,Atlanta Hawks,104,Milwaukee Bucks,96,Box Score,,"14,186",,0,1
2010-04-12,0 days 08:30:00.000000000,Minnesota Timberwolves,111,San Antonio Spurs,133,Box Score,,"18,581",,1,0
2010-04-12,0 days 09:00:00.000000000,Memphis Grizzlies,101,Denver Nuggets,123,Box Score,,"19,155",,1,0
2010-04-12,0 days 10:00:00.000000000,Oklahoma City Thunder,95,Portland Trail Blazers,103,Box Score,,"20,691",,1,0
2010-04-12,0 days 10:00:00.000000000,Houston Rockets,117,Sacramento Kings,107,Box Score,,"14,549",,0,1
2010-04-12,0 days 10:30:00.000000000,Dallas Mavericks,117,Los Angeles Clippers,94,Box Score,,"17,838",,0,1
2010-04-13,0 days 08:00:00.000000000,Boston Celtics,93,Chicago Bulls,101,Box Score,,"20,649",,1,0
2010-04-13,0 days 10:30:00.000000000,Utah Jazz,103,Golden State Warriors,94,Box Score,,"19,230",,0,1
2010-04-13,0 days 10:30:00.000000000,Sacramento Kings,100,Los Angeles Lakers,106,Box Score,,"18,997",,1,0
2010-04-13,0 days 10:30:00.000000000,Denver Nuggets,101,Phoenix Suns,123,Box Score,,"18,422",,1,0
2010-04-14,0 days 08:00:00.000000000,Cleveland Cavaliers,83,Atlanta Hawks,99,Box Score,,"19,069",,1,0
2010-04-14,0 days 08:00:00.000000000,Milwaukee Bucks,106,Boston Celtics,95,Box Score,,"18,624",,0,1
2010-04-14,0 days 08:00:00.000000000,Chicago Bulls,98,Charlotte Bobcats,89,Box Score,,"17,439",,0,1
2010-04-14,0 days 08:00:00.000000000,San Antonio Spurs,89,Dallas Mavericks,96,Box Score,,"20,405",,1,0
2010-04-14,0 days 08:00:00.000000000,New Orleans Hornets,123,Houston Rockets,115,Box Score,,"18,191",,0,1
2010-04-14,0 days 08:00:00.000000000,New Jersey Nets,86,Miami Heat,94,Box Score,2OT,"18,754",,1,0
2010-04-14,0 days 08:00:00.000000000,Detroit Pistons,103,Minnesota Timberwolves,98,Box Score,,"15,790",,0,1
2010-04-14,0 days 08:00:00.000000000,Memphis Grizzlies,105,Oklahoma City Thunder,114,Box Score,,"18,334",,1,0
2010-04-14,0 days 08:00:00.000000000,Philadelphia 76ers,111,Orlando Magic,125,Box Score,,"17,461",,1,0
2010-04-14,0 days 08:00:00.000000000,New York Knicks,113,Toronto Raptors,131,Box Score,,"18,333",,1,0
2010-04-14,0 days 08:00:00.000000000,Indiana Pacers,97,Washington Wizards,98,Box Score,,"16,126",,1,0
2010-04-14,0 days 10:30:00.000000000,Los Angeles Lakers,91,Los Angeles Clippers,107,Box Score,,"20,044",,1,0
2010-04-14,0 days 10:30:00.000000000,Golden State Warriors,122,Portland Trail Blazers,116,Box Score,,"20,482",,0,1
2010-04-14,0 days 10:30:00.000000000,Phoenix Suns,100,Utah Jazz,86,Box Score,,"19,911",,0,1
